SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
MKEXIM,M.K. Exim (India) Ltd,X ,10.0,Distributors,Consumer Discretionary,80.95,81.0,82.85,79.25,79.86,165.8,27.99,95.45(20%),63.65(20%),,214.08,124.17,10.0,4.7,4.82,16.92,4.3,25.41,0.13,,7.97
MCLOUD,Magellanic Cloud Ltd,X ,10.0,Computers - Software & Consulting,Information Technology,326.05,312.05,326.85,312.05,325.67,448.1,37.25,342.05(5%),309.55(5%),,915.05,356.87,10.0,1.49,2.35,218.44,22.94,10.5,,,1.63
OCTAL,Octal Credit Capital Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,25.65,24.65,26.9,24.65,25.92,138.5,20.1,28.10(5%),25.50(5%),,13.4,9.78,10.0,0.65,0.65,41.17,1.16,2.82,,,0.4
MIHIKA,Mihika Industries Ltd,XT,10.0,Trading & Distributors,Services,19.8,20.5,20.5,20.5,20.5,20.5,20.5,21.50(5%),19.50(5%),,20.5,15.58,10.0,-0.02,-0.02,-1078.95,0.85,-0.08,,,0.21
KANCHI,Kanchi Karpooram Ltd,X ,10.0,Commodity Chemicals,Commodities,547.75,554.4,554.4,541.0,546.44,959.0,525.35,651.70(20%),434.50(20%),,235.92,108.52,1.0,61.97,67.58,8.76,1.28,14.55,,,8.56
DHUNTEAIND,Dhunseri Tea & Industries Ltd,B ,10.0,Tea & Coffee,Fast Moving Consumer Goods,199.9,202.15,202.15,195.15,198.56,358.0,177.1,237.30(20%),158.20(20%),,207.78,64.41,10.0,-119.64,-111.76,-1.65,0.34,-20.79,,,1.08
VANICOM,Vani Commercials Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,9.55,9.0,9.0,9.0,9,19.47,4.63,9.90(10%),8.10(10%),,10.57,8.98,10.0,0.26,0.26,34.71,2.49,7.19,0.17,0.28,2.5
VINCOFE,Vintage Coffee And Beverages Ltd,X ,10.0,Trading & Distributors,Services,81.25,92.0,92.0,79.0,82.82,104.85,54.0,99.90(20%),66.60(20%),,581.1,23.24,10.0,0.04,0.04,1905.26,4.25,0.22,,,6.26
RAFL,Raghuvansh Agrofarms Ltd,M ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,448.5,442.0,450.5,442.0,447.59,466.0,217.0,540.60(20%),360.40(20%),,536.89,424.14,10.0,-,-,-,-,-,0.1,0.15,67.14
COSYN,COSYN Ltd,X ,10.0,Software Products,Information Technology,21.65,21.7,21.7,20.65,20.87,33.05,15.1,21.75(5%),19.75(5%),,15.56,7,1.0,1.03,3.07,20.11,0.53,2.65,,,0.37
SOFCOM,Sofcom Systems Ltd,XT,10.0,Computers - Software & Consulting,Information Technology,53.8,54.9,55.95,54.0,54.77,55.95,13.0,57.85(5%),52.35(5%),,22.89,6.18,10.0,4.77,4.77,11.55,4.34,37.58,0.47,0.69,37.66
NAPL,Naturite Agro Products Ltd,X ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,108.0,103.0,103.0,103.0,103,123.3,103.0,108.15(5%),97.85(5%),,54.55,16.91,10.0,0.7,0.92,147.03,4.07,2.77,,,0.01
KARNAVATI,Karnavati Finance Ltd,T ,10.0,Non Banking Financial Company (NBFC),Financial Services,78.5,82.4,82.4,80.2,81.78,87.25,14.15,86.50(5%),78.30(5%),,82.81,33.95,10.0,0.65,0.66,126.41,6.36,5.03,,,1.08
ABHIFIN,Abhishek Finlease Ltd,XT,10.0,Consulting Services,Services,29.4,29.4,29.4,29.4,29,53.7,13.3,30.85(5%),27.95(5%),,12.54,3.38,10.0,0.38,0.42,76.48,3.05,3.99,,,0.0
MERCANTILE,Mercantile Ventures Ltd,X ,10.0,Diversified Commercial Services,Services,19.4,19.1,21.0,19.1,19.51,32.3,13.32,23.15(20%),15.45(20%),,216,66.96,10.0,0.87,0.95,22.27,0.69,3.12,,,0.96
SONAL,Sonal Mercantile Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,104.45,108.95,109.65,108.8,109.45,170.2,27.05,115.10(5%),104.20(5%),,161.61,121.21,10.0,4.43,4.43,24.76,4.56,18.43,0.1,,1.72
ALFL,Abhinav Leasing & Finance Ltd,XT,1.0,Non Banking Financial Company (NBFC),Financial Services,1.95,1.91,2.04,1.86,2.01,5.16,1.48,2.04(5%),1.86(5%),,9.75,9.36,10.0,0.01,0.02,165.75,1.74,1.05,0.13,0.44,0.88
GENUSPAPER,Genus Paper & Boards Ltd,B ,1.0,Paper & Paper Products,Commodities,17.75,18.4,18.5,17.7,18.09,26.5,9.7,21.40(20%),14.30(20%),,458.97,229.48,10.0,0.22,0.83,80.27,0.96,1.19,0.68,1.0,18.14
MINDACORP,Minda Corporation Ltd,A ,2.0,Auto Components & Equipments,Consumer Discretionary,189.95,189.25,190.35,189.0,189.61,284.45,141.3,227.45(20%),151.65(20%),,4531.75,1540.8,5.0,8.34,12.66,22.73,3.86,17,0.23,,13.75
MERCURYLAB,Mercury Laboratories Ltd,X ,10.0,Pharmaceuticals,Healthcare,579.95,611.9,611.9,557.05,588.66,813.0,390.0,673.20(20%),448.80(20%),,67.32,14.14,10.0,32.53,53.84,17.25,1.67,9.68,,,0.68
CONCORD,Concord Drugs Ltd,X ,10.0,Pharmaceuticals,Healthcare,31.65,31.65,32.0,31.0,31.33,41.65,19.5,37.55(20%),25.05(20%),,27.37,13.41,10.0,1.25,3.11,25.04,0.96,3.85,,,0.83
WARDINMOBI,Wardwizard Innovations & Mobility Ltd,B ,1.0,2/3 Wheelers,Consumer Discretionary,59.5,59.0,60.3,58.6,59.35,100.7,47.8,70.80(20%),47.20(20%),1.74,1547.83,433.39,1.0,0.38,0.48,157.28,24.79,15.79,6.54,2.94,
SHREESEC,Shree Securities Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,20.7,21.4,21.4,18.65,19.32,30.4,18.65,19.55(5%),17.75(5%),,148.83,102.69,10.0,0.03,0.03,549.58,5.92,1.08,3.16,2.06,39.84
GRNLAMIND,Greenlam Industries Ltd,B ,1.0,Plywood Boards/ Laminates,Consumer Discretionary,322.15,322.0,326.4,320.7,323.56,415.9,273.8,391.65(20%),261.15(20%),,4145.04,1367.86,1.0,7.13,11.44,45.76,6.56,14.33,,,0.51
TALBROSENG,Talbros Engineering Ltd,X ,10.0,Auto Components & Equipments,Consumer Discretionary,528.0,548.9,548.9,520.2,533.88,640.0,202.3,640.30(20%),426.90(20%),,270.88,70.43,10.0,53.46,70.56,9.98,2.93,29.31,,,2.87
SAPL,SAR Auto Products Ltd,X ,10.0,Auto Components & Equipments,Consumer Discretionary,679.0,679.0,679.0,679.0,679,690.0,380.0,712.95(5%),645.05(5%),,323.53,84.12,10.0,1.91,4.66,354.74,21.4,6.03,,,0.01
PUROHITCON,Purohit Construction Ltd,XT,10.0,Residential- Commercial Projects,Consumer Discretionary,5.55,5.55,5.55,5.55,5.55,11.82,5.55,5.82(5%),5.28(5%),,2.45,1.39,1.0,-1.4,-1.32,-3.96,0.76,-19.17,,,0.01
JAYATMA,Jayatma Enterprises Ltd,XT,10.0,Diversified Commercial Services,Services,73.4,71.95,73.4,69.8,70.13,88.15,46.65,73.50(5%),66.50(5%),,21,18.06,10.0,0.76,0.94,92.51,3.26,3.52,,,0.02
PTCIL,PTC Industries Ltd,T ,10.0,Other Industrial Products,Industrials,2796.65,2840.0,2879.65,2700.0,2782.4,2879.65,1022.57,"2,959.30(5%)","2,677.50(5%)",1.34,3691.44,1144.35,10.0,5.34,16.8,527.88,22.34,4.23,,,
CHENFERRO,Chennai Ferrous Industries Ltd,X ,10.0,Trading - Metals,Commodities,181.45,181.5,186.9,176.2,180.18,347.45,82.7,194.60(10%),159.30(10%),,63.78,18.5,10.0,64.14,67.15,2.76,1.52,55.1,,,8.49
MEGRISOFT,Megri Soft Ltd,X ,10.0,Data Processing Services,Services,126.55,123.0,123.0,113.95,120.39,200.0,78.05,135.15(10%),110.65(10%),,38.6,9.65,10.0,1.52,1.78,81.09,1.89,2.33,,,0.1
GITARENEW,Gita Renewable Energy Ltd,X ,10.0,Electric Utilities,Utilities,131.75,134.0,134.0,129.8,132.41,323.7,118.05,156.65(20%),104.45(20%),,53.69,14.5,10.0,5.81,5.81,22.47,3.34,14.85,,,1.06
ORTEL,Ortel Communications Ltd,Z ,10.0,TV Broadcasting & Software Production,Consumer Discretionary,1.18,1.23,1.23,1.18,1.22,1.89,0.95,1.29(5%),1.17(5%),,4.06,1.78,2.0,-8.73,-1.03,-0.14,-0.05,37.31,0.13,,0.04
NEIL,Neil Industries Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,7.2,7.55,7.55,7.2,7.54,9.65,4.35,7.74(5%),7.02(5%),,14.43,14.14,10.0,-1.43,-1.42,-5.16,0.27,-5.27,,,0.01
STARHFL,Star Housing Finance Ltd,X ,10.0,Housing Finance Company,Financial Services,219.8,219.55,223.8,213.0,220.11,226.7,80.2,258.15(20%),172.15(20%),4.12,391.19,230.8,10.0,2.92,3.09,73.77,4.4,5.97,2.44,1.87,
BEEKAY,Beekay Steel Industries Ltd,X ,10.0,Iron & Steel Products,Industrials,446.7,437.1,450.0,437.1,446.64,545.0,301.3,537.50(20%),358.40(20%),,854.33,247.76,1.0,82.17,93.49,5.45,1.21,22.28,,,4.24
SSPNFIN,SSPN Finance Ltd,M ,10.0,Other Financial Services,Financial Services,8.55,8.3,8.3,8.3,8.3,11.58,7.01,9.13(10%),7.47(10%),,3.14,2.39,10.0,-,-,-,-,-,,,0.33
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,A ,10.0, ,-,193.25,193.0,194.0,192.75,193.22,225.0,163.78,231.86(20%),154.57(20%),,-,-,10.0,-,-,-,-,-,,0.1,19.73
FRASER,Fraser and Company Ltd,X ,10.0,Trading & Distributors,Services,5.55,5.7,5.8,5.56,5.69,15.68,5.5,6.86(20%),4.58(20%),,4.64,4.64,1.0,1.18,1.33,4.86,0.61,12.49,0.25,0.35,2.0
TTIL,Tirupati Tyres Ltd,XT,10.0,Tyres & Rubber Products,Consumer Discretionary,21.4,21.0,21.6,20.35,20.82,26.95,3.62,21.70(5%),19.70(5%),,7.13,7.13,10.0,0.66,0.66,31.4,5.95,18.95,0.13,0.15,3.06
SVPHOUSING,SVP Housing Ltd,M ,10.0,Trading & Distributors,Services,5.53,5.8,5.8,5.8,5.8,8.59,3.91,6.09(5%),5.51(5%),,6.48,3.63,10.0,-,-,-,-,-,,,0.15
AGIIL,AGI Infra Ltd,B ,10.0,Residential- Commercial Projects,Consumer Discretionary,540.7,547.9,549.65,530.2,538.58,601.0,132.0,647.75(20%),431.85(20%),,659.46,171.46,10.0,33.73,36.91,16,5.24,32.74,,,14.87
BKMINDST,BKM Industries Ltd,Z ,1.0,Packaging,Industrials,1.22,1.25,1.28,1.2,1.24,4.66,1.14,1.26(5%),1.14(5%),,7.86,3.7,10.0,-2.38,-1.91,-0.5,0.23,-45.77,0.35,0.35,0.43
MANAKSTELTD,Manaksia Steels Ltd,B ,1.0,Iron & Steel Products,Industrials,37.1,37.05,37.55,36.1,36.52,63.8,28.15,43.80(20%),29.20(20%),,239.2,59.8,10.0,4.55,5.41,8.02,0.93,11.59,,0.16,5.75
MNKALCOLTD,Manaksia Aluminium Company Ltd,B ,1.0,Aluminium,Commodities,21.8,21.8,22.2,21.6,21.93,33.85,15.75,26.15(20%),17.45(20%),,142.86,38.57,10.0,1.24,2.21,17.6,1.23,6.98,,,0.32
MNKCMILTD,Manaksia Coated Metals & Industries Ltd,B ,1.0,Iron & Steel Products,Industrials,17.85,17.8,18.15,17.75,17.76,62.3,17.25,19.50(10%),16.00(10%),,116.32,38.39,10.0,1.22,2.54,14.51,1.06,7.29,,,0.03
IMAGICAA,Imagicaaworld Entertainment Ltd,T ,10.0,Amusement Parks/ Other Recreation,Consumer Discretionary,30.35,30.45,30.85,28.85,29.76,46.9,9.48,30.45(5%),27.55(5%),,1190.32,821.32,1.0,8.64,10.86,3.35,-1.39,-41.33,0.56,0.46,13.59
INOXWIND,Inox Wind Ltd,A ,10.0,Heavy Electrical Equipment,Industrials,150.5,150.65,152.9,148.7,150.65,160.4,75.4,181.25(20%),120.85(20%),,4188.24,1005.18,10.0,-12.26,-10.89,-12.32,1.87,-15.21,0.47,0.44,66.95
RAJPUTANA,Rajputana Investment and Finance Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,16.95,17.3,17.3,17.3,17,21.85,12.3,18.15(5%),16.45(5%),,5.33,1.33,10.0,-0.19,-0.19,-90.31,1.71,-1.89,,,0.0
CITL,Consecutive Investment & Trading Company Ltd,X ,10.0,Investment Company,Financial Services,37.8,35.95,35.95,35.95,35.8,46.5,34.3,37.70(5%),34.20(5%),,10.81,8.43,10.0,0.34,0.35,106,2.21,2.08,,,0.0
AANANDALAK,Aananda Lakshmi Spinning Mills Ltd,X ,10.0,Other Textile Products,Consumer Discretionary,11.42,11.42,12.0,10.55,10.71,15.39,5.51,13.20(10%),10.80(10%),,4.2,1.72,10.0,14.03,14.47,0.86,-0.15,-17.83,,,0.16
HKG,HKG Ltd,B ,2.0,Trading & Distributors,Services,16.3,16.3,16.8,15.65,16.2,24.55,11.3,19.90(20%),13.30(20%),,87.15,82.79,10.0,-,0.18,-,4.83,4.56,5.13,1.3,21.07
FILTRA,Filtra Consultants and Engineers Ltd,M ,10.0,Other Utilities,Utilities,34.2,35.0,35.0,35.0,35,42.55,11.5,42.00(20%),28.00(20%),,28.78,7.77,10.0,-,-,-,-,-,0.14,,3.15
ATHCON,Athena Constructions Ltd,M ,10.0,Residential- Commercial Projects,Consumer Discretionary,10.88,9.8,11.85,9.8,11.15,16.4,4.01,13.70(20%),9.14(20%),,8.57,5.31,10.0,-,-,-,-,-,0.15,0.15,1.67
NORTHLINK,Northlink Fiscal and Capital Services Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,16.3,15.6,15.6,15.6,15.6,27.25,14.55,16.35(5%),14.85(5%),,5.85,1.64,5.0,-0.03,0.06,-450,1.37,-0.3,,,0.03
SHESHAINDS,Sheshadri Industries Ltd,X ,10.0,Other Textile Products,Consumer Discretionary,27.5,26.35,28.2,26.35,27.19,40.4,4.68,28.95(5%),26.25(5%),,13.69,5.61,1.0,41.51,45.3,0.66,-0.52,-77.68,,,1.24
SAB,SAB Industries Ltd,X ,10.0,Civil Construction,Industrials,83.05,88.0,90.0,80.7,86.18,145.2,66.05,100.50(20%),67.00(20%),,127.38,33.12,10.0,-0.06,0.05,-1355.15,0.56,-0.04,,,0.49
PML,Paul Merchants Ltd,X ,10.0,Other Financial Services,Financial Services,1269.1,1297.8,1297.8,1250.0,1268.72,1749.0,951.1,"1,521.50(20%)","1,014.40(20%)",,130.35,35.19,2.0,213.88,231.61,5.93,0.31,5.18,,,4.78
ALAN SCOTT,Alan Scott Industries Ltd,X ,10.0,Film Production- Distribution & Exhibition,Consumer Discretionary,38.9,37.15,40.6,37.0,37.64,342.3,32.6,39.35(5%),35.65(5%),,6.85,2.6,1.0,-3.79,-3.64,-9.91,2.2,-22.22,,,1.91
OPCHAINS,O. P. Chains Ltd,M ,10.0,Trading & Distributors,Services,12.0,11.25,11.25,11.25,11.25,12.0,11.25,13.50(20%),9.00(20%),,7.71,2.7,10.0,-,-,-,-,-,1.85,1.85,20.81
SUJALA,Sujala Trading & Holdings Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,16.2,16.2,16.2,16.2,16.2,25.45,12.51,17.80(10%),14.60(10%),,9.27,7.79,1.0,-,-0.48,-,0.59,-1.76,,,0.03
VRLLOG,VRL Logistics Ltd,A ,10.0,Logistics Solution Provider,Services,595.25,601.25,606.0,592.8,599.9,719.0,367.6,724.60(20%),483.10(20%),,5334.62,1600.39,10.0,24.4,43.56,24.75,8.19,33.07,,0.11,64.9
JAINMARMO,Jain Marmo Industries Ltd,XT,10.0,Other Construction Materials,Commodities,18.25,18.25,18.25,18.25,18.24,34.7,13.9,19.15(5%),17.35(5%),,5.71,2.63,5.0,-0.46,0.05,-39.4,1.51,-3.83,,,0.0
BFFL,Bangalore Fort Farms Ltd,X ,10.0,Jute & Jute Products,Commodities,16.9,16.9,16.9,16.9,16.9,30.25,10.09,17.70(5%),16.10(5%),,8.11,5.43,5.0,0.23,0.62,72.42,1.11,1.54,,,0.08
PALCO,Palco Metals Ltd,X ,10.0,Aluminium,Commodities,69.65,71.05,72.8,67.55,70.43,90.75,22.7,73.50(5%),66.50(5%),,28,8.96,10.0,-0.04,-0.04,-2000,3.52,-0.18,,,0.75
BODHTREE,Bodhtree Consulting Ltd,X ,10.0,IT Enabled Services,Information Technology,18.8,19.1,19.45,18.65,18.9,45.7,17.0,22.90(20%),15.30(20%),,34.47,20.34,10.0,-0.11,2.21,-177.3,0.56,-0.32,,0.11,2.16
VBIND,V B Industries Ltd,XT,10.0,Investment Company,Financial Services,5.96,6.2,6.25,6.2,6.24,13.23,1.95,6.56(5%),5.94(5%),,8.19,8.11,10.0,0.05,0.05,126.04,0.09,0.07,,,0.44
SARVOTTAM,Sarvottam Finvest Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,33.0,33.0,33.0,33.0,33,33.0,33.0,34.65(5%),31.35(5%),,24.75,18.81,10.0,-0.41,-0.41,-80.8,0.95,-1.18,,,0.0
MEP,MEP Infrastructure Developers Ltd,T ,10.0,Toll bridge operator,Services,14.58,14.8,15.0,14.35,14.9,32.1,10.6,15.27(5%),13.83(5%),,266.91,112.1,10.0,-4.18,-0.89,-3.48,0.66,-18.99,1.77,1.26,18.75
VEGETABLE,Vegetable Products Ltd,X ,1.0,Edible Oil,Fast Moving Consumer Goods,51.6,51.6,56.75,50.0,52.24,102.35,3.65,55.60(10%),45.50(10%),,552.01,220.8,10.0,-0.02,-0.02,-2083.08,14.74,-0.71,,,3.7
UFO,UFO Moviez India Ltd,B ,10.0,Film Production- Distribution & Exhibition,Consumer Discretionary,110.7,111.05,111.05,109.25,110.22,138.7,83.45,132.40(20%),88.30(20%),,420.06,222.63,10.0,-13.32,-0.2,-8.28,1.3,-15.67,0.11,,3.13
PANTH,Panth Infinity Ltd,X ,10.0,Diversified,Diversified,12.85,12.95,12.95,12.56,12.7,53.6,5.27,12.95(2%),12.45(2%),,23.47,21.13,1.0,-0.05,-0.05,-232.4,1.09,-0.47,1.28,0.7,8.86
SHIVALIK,Shivalik Rasayan Ltd,B ,5.0,Pesticides & Agrochemicals,Commodities,827.25,829.5,829.5,808.65,819.85,1196.8,661.05,980.30(20%),653.60(20%),,1183.7,532.66,10.0,13.28,17.04,61.5,4.33,7.04,,,3.7
ICSL,Integrated Capital Services Ltd,X ,1.0,Consulting Services,Services,3.94,3.94,4.01,3.83,3.95,13.33,2.15,4.15(5%),3.77(5%),,14.09,4.79,10.0,-1.16,-1.15,-3.42,1.84,-53.91,,,0.12
PNCINFRA,PNC Infratech Ltd,A ,2.0,Civil Construction,Industrials,258.4,259.85,262.4,256.85,258.97,361.0,219.35,309.15(20%),206.15(20%),,6609.73,2908.28,2.0,20.31,25.2,12.68,1.98,15.6,0.15,0.13,32.63
ARFIN,Arfin India Ltd,X ,10.0,Aluminium,Commodities,227.05,230.95,231.0,227.6,230.02,314.0,62.55,253.55(10%),207.45(10%),,366.32,95.24,10.0,6.81,8.94,33.83,4.72,13.95,,,7.88
HELPAGE,Helpage Finlease Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,8.6,9.03,9.03,8.17,8.5,17.14,7.73,8.57(5%),7.77(5%),,8.13,5.2,10.0,0.57,0.67,14.42,0.59,4.07,,,0.0
HAWAENG,Hawa Engineers Ltd,XT,10.0,Industrial Machinery,Industrials,53.5,53.5,55.9,50.85,51.71,62.6,44.3,58.65(5%),53.15(5%),,19.71,8.67,1.0,1.91,4.29,29.33,1.25,4.27,,,0.83
AIIL,Authum Investment & Infrastructure Ltd,B ,1.0,Non Banking Financial Company (NBFC),Financial Services,217.35,220.0,223.95,216.1,219.97,284.0,126.45,241.75(10%),197.85(10%),,3733.2,1119.96,10.0,24.99,25.01,8.79,1.2,13.6,,,8.62
ADHBHUTIN,Adhbhut Infrastructure Ltd,Z ,10.0,Residential- Commercial Projects,Consumer Discretionary,185.85,195.1,195.1,195.1,195,195.1,177.0,204.85(5%),185.35(5%),,214.61,53.65,1.0,-11.59,-11.58,-16.84,46.01,-273.03,,,0.0
DFL,Decillion Finance Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,21.8,21.85,21.85,21.8,21.82,22.55,12.07,22.85(5%),20.75(5%),,7.63,4.5,10.0,-0.17,-0.17,-128.45,0.67,-0.52,,,2.18
POEL,POCL Enterprises Ltd,XT,10.0,Commodity Chemicals,Commodities,151.9,152.0,157.0,151.0,154.47,157.7,45.65,160.10(5%),144.90(5%),,85.03,46.77,2.0,9.48,12.78,16.08,2.2,13.67,0.17,,8.76
AEL,Amba Enterprises Ltd,X ,5.0,Other Electrical Equipment,Industrials,55.6,56.8,56.8,54.3,55.63,101.65,21.6,66.80(20%),44.60(20%),,70.52,40.9,10.0,4.98,5.45,11.19,2.76,24.63,0.27,0.2,10.91
CAPFIN,Capfin India Ltd,XT,10.0,Other Financial Services,Financial Services,11.38,10.82,10.82,10.82,10.5,13.94,4.55,11.36(5%),10.28(5%),,3.1,2.54,10.0,0.16,0.17,68.27,1.07,1.57,,,0.0
SATIA,Satia Industries Ltd,B ,1.0,Paper & Paper Products,Commodities,148.75,152.6,154.0,148.1,151.4,157.9,82.5,183.30(20%),122.20(20%),1.11,1527.5,305.5,1.0,10.9,18.48,14.01,2.8,20,0.82,0.73,
GVBL,Genomic Valley Biotech Ltd,XT,10.0,Biotechnology,Healthcare,32.55,34.15,34.15,34.15,34.1,34.15,21.9,35.85(5%),32.45(5%),,10.43,3.34,10.0,1.83,1.98,18.66,3.63,19.42,,,0.0
GARMNTMNTR,Garment Mantra Lifestyle Ltd,B ,1.0,Garments & Apparels,Consumer Discretionary,5.16,5.3,5.3,5.06,5.14,22.22,3.76,6.13(20%),4.09(20%),,51.3,26.16,10,0.09,0.13,54.28,1.49,2.74,0.72,0.25,1.31
SRESTHA,Srestha Finvest Ltd,X ,2.0,Investment Company,Financial Services,1.26,1.29,1.34,1.26,1.31,3.97,1.2,1.59(20%),1.07(20%),,10.97,10.97,1,-0.02,-0.02,-75.21,0.66,-0.87,1.73,4.1,5.37
SAUMYA,Saumya Consultants Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,78.4,78.0,85.95,76.05,80.21,366.0,75.35,89.25(10%),73.05(10%),,56.05,25.22,5,-3.87,-3.61,-20.97,0.82,-3.9,,,0.14
MUL,Mauria Udyog Ltd,XT,1.0,Other Industrial Products,Industrials,4.73,4.95,4.95,4.5,4.64,5.26,1.5,4.79(5%),4.35(5%),,60.87,15.83,10,-0.11,0.14,-39.81,2.27,-5.7,1.6,1.3,6.01
MISHKA,Mishka Exim Ltd,T ,10.0,Gems- Jewellery And Watches,Consumer Discretionary,34.85,34.95,34.95,34.95,34.95,36.45,26.75,36.65(5%),33.25(5%),,50.5,23.74,5,0.05,0.14,655.88,2.82,0.43,,,0.59
SPORTKING,Sportking India Ltd,B ,10.0,Other Textile Products,Consumer Discretionary,792.8,796.45,798.95,792.1,795.12,1625.0,712.05,954.40(20%),636.30(20%),,1056.8,274.77,10,311.08,341.91,2.56,1.38,53.86,,,25.25
GROWINGTON,Growington Ventures India Ltd,M ,10.0,Trading & Distributors,Services,80.75,79.8,79.9,78.35,79.34,80.9,9.0,82.80(5%),75.00(5%),,101.15,61.7,10,-,-,-,-,-,0.44,0.65,51.57
AMBITION,Ambition Mica Ltd,T ,10.0,Plywood Boards/ Laminates,Consumer Discretionary,5.0,5.0,5.0,4.81,5,10.06,3.56,5.25(5%),4.75(5%),,7.46,3.13,10,-26.77,-26.33,-0.19,-0.65,349.05,,,0.11
HCKKVENTURE,HCKK Ventures Ltd,XT,10.0,Diversified,Diversified,56.15,53.35,53.35,53.35,53.35,62.05,9.57,56.00(5%),50.70(5%),,19.79,9.9,10,-0.16,-0.15,-335.47,5.19,-1.55,0.52,,2.57
RUDRA,Rudra Global Infra Products Ltd,T ,10.0,Iron & Steel Products,Industrials,102.4,100.2,103.6,100.0,101.54,131.6,27.25,105.40(5%),95.40(5%),,251.86,68,10,4.14,6.3,24.26,3.21,13.22,,,4.9
LOYAL,Loyal Equipments Ltd,B ,10.0,Industrial Equipments,Industrials,34.3,34.4,38.95,32.3,36.59,50.05,25.25,44.10(20%),29.40(20%),,37.49,37.49,10,-5.23,-3.07,-7.03,2.27,-32.23,,,1.34
GGPL,Gala Global Products Ltd,B ,5.0,Stationary,Fast Moving Consumer Goods,24.05,24.9,24.9,22.85,23.97,104.0,16.1,23.95(5%),21.75(5%),1.14,120.29,31.27,1,0.22,0.27,105.89,2.95,2.79,8.01,4.74,
CHEMIESYNT,Chemiesynth (Vapi) Ltd,X ,10.0,Specialty Chemicals,Commodities,18.15,19.05,19.05,19.05,19.04,19.05,15.0,20.00(5%),18.10(5%),,5.85,2.22,10,4.04,7.68,4.72,0.52,11.1,,,0.0
BALKRISHNA,Balkrishna Paper Mills Ltd,B ,10.0,Paper & Paper Products,Commodities,34.65,35.1,35.55,34.6,35.29,58.45,22.35,38.95(10%),31.95(10%),,38.07,15.61,10,-7.5,-1.8,-4.73,-0.39,8.18,,,0.66
SCFL,Shyam Century Ferrous Ltd,B ,1.0,Ferro & Silica Manganese,Commodities,22.3,22.85,22.85,21.75,22.06,38.05,10.69,26.25(20%),17.55(20%),,486.56,233.55,10,2.51,2.62,8.72,2.78,31.92,0.34,0.23,5.15
SURYAINDIA,Surya India Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,17.4,18.25,18.25,18.25,18,18.25,15.85,19.15(5%),17.35(5%),,12.75,4.97,2,-0.46,0.76,-39.35,0.19,-0.49,,,0.0
ADANITRANS,Adani Transmission Ltd,A ,10.0,Power - Transmission,Utilities,3282.75,3282.75,3295.8,3220.35,3260.34,4238.55,1652.0,"3,934.20(20%)","2,622.80(20%)",5.86,365714.28,91428.57,--,-0.41,-0.41,-8014.78,91.96,-1.15,0.67,0.18,
STARDELTA,Star Delta Transformers Ltd,X ,10.0,Heavy Electrical Equipment,Industrials,133.15,121.0,142.8,121.0,134.56,146.0,68.25,166.95(20%),111.35(20%),,41.75,10.44,10,13.21,15.85,10.54,0.73,6.97,,,4.65
AMRAFIN,Amrapali Fincap Ltd,M ,10.0,Investment Company,Financial Services,10.1,12.12,12.12,12.12,12.12,21.6,10.1,14.54(20%),9.70(20%),,16.29,11.4,10,-,-,-,-,-,,,0.44
DRHABEEB,Dr Habeebullah Life Sciences Ltd,X ,10.0,Healthcare Service Provider,Healthcare,29.9,31.0,31.0,27.2,29.97,34.9,20.55,34.80(20%),23.20(20%),,42.95,20.18,10,1.01,1.01,28.65,3.23,11.27,0.18,0.35,10.55
SYNGENE,Syngene International Ltd,A ,10.0,Healthcare Research- Analytics & Technology,Healthcare,595.1,596.0,616.75,590.3,609.36,682.25,508.1,673.55(10%),551.15(10%),4.53,24581.84,7128.73,10,10.59,18.94,57.83,7.52,13.01,1.23,0.74,
PECOS,Pecos Hotels and Pubs Ltd,M ,10.0,Restaurants,Consumer Discretionary,64.3,52.2,52.2,52.2,52.2,67.95,23.05,62.60(20%),41.80(20%),,6.84,2.12,10,-,-,-,-,-,,,0.52
